row_key,business_need,prd_reference,srs_requirement,requirement_type,requirement_text,evidence_status,implementation_status,roadmap_day,target_artifact,verification_method,acceptance_evidence,safety_critical,open_questions
AC-03,PRD-NS-01,PRD-NS-01,AC-03,ACCEPTANCE_CRITERION,QC tạo PASS/WARNING/FAIL và reason ở session/channel/window.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_23;DAY_30;DAY_37;DAY_39;DAY_83;DAY_90,"{'title': 'Controlled Artifact Fixtures: Dropout, Missing & Flatline', 'outputs': ['qa-validation/test-data/synthetic/generators/semg_dropout_factory.py', 'qa-validation/test-data/golden/qc/dropout/manifest.yaml', 'qa-validation/automated-tests/qc/test_dropout_detector.py']};{'title': 'QC Session/Channel/Window Aggregation v0.1', 'outputs': ['services/quality-gate-service/src/aggregation/session_quality.py', 'configs/qc/aggregation.v0.1.yaml', 'qa-validation/automated-tests/qc/test_qc_aggregation.py']};{'title': 'QC Sensitivity & Error Analysis: False-Allow vs False-Block', 'outputs': ['qa-validation/validation-reports/qc-sensitivity-error-analysis-v0.1.md', 'ai-core/metrics/qc_metrics.v0.1.json', 'scripts/evaluate_qc.py']};{'title': 'QC Core Freeze & GATE C', 'outputs': ['qa-validation/validation-reports/qc-core-technical-validation-v0.1.md', 'docs/00-executive/gates/GATE-C-qc-readiness.md', 'configs/qc/site-motionlab-v0.1.freeze.yaml']};{'title': 'QC Retrospective Validation Against Clinician Reference', 'outputs': ['qa-validation/validation-reports/retrospective-qc-validation-v1.0.md', 'ai-core/metrics/qc_retrospective_metrics.v1.0.json', 'scripts/validate_qc_retrospective.py']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",ACCEPTANCE_TEST,Versioned test/evidence artifact produced on planned day,false,
AC-04,PRD-NS-01,PRD-NS-01,AC-04,ACCEPTANCE_CRITERION,QC FAIL chặn metrics không supportable.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_31;DAY_90,"{'title': 'QC Blocking, Abstention & Metric-Handoff Contract', 'outputs': ['packages/common-schemas/json/quality-eligibility.schema.json', 'services/quality-gate-service/src/application/quality_gate.py', 'qa-validation/automated-tests/qc/test_quality_handoff.py']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",ACCEPTANCE_TEST,Versioned test/evidence artifact produced on planned day,true,
AC-05,PRD-NS-01,PRD-NS-01,AC-05,ACCEPTANCE_CRITERION,Processing pipeline có version/config và chạy tái lập.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_38;DAY_41;DAY_44;DAY_45;DAY_51;DAY_84;DAY_90,"{'title': 'QC Versioning, Reproducibility & Regression Suite', 'outputs': ['services/quality-gate-service/src/versioning/qc_version.py', 'qa-validation/regression/qc-v0.1-regression.yaml', 'qa-validation/automated-tests/qc/test_qc_reproducibility.py']};{'title': 'Band-Pass Filter Implementation & Analytical Verification', 'outputs': ['packages/semg-core/src/filters/bandpass.py', 'qa-validation/automated-tests/dsp/test_bandpass.py', 'qa-validation/validation-reports/bandpass-analytical-v0.1.md']};{'title': 'Normalization Eligibility & Null-with-Reason Contract', 'outputs': ['services/preprocessing-service/src/eligibility/normalization.py', 'configs/preprocessing/normalization-policy.v0.1.yaml', 'qa-validation/automated-tests/dsp/test_normalization_eligibility.py']};{'title': 'Raw-to-Processed Provenance Chain & Processing Manifest', 'outputs': ['services/preprocessing-service/src/provenance/processing_manifest.py', 'packages/common-schemas/json/processing-manifest.schema.json', 'qa-validation/automated-tests/dsp/test_processing_lineage.py']};{'title': 'Processing + Metric Engine Freeze — M3', 'outputs': ['qa-validation/validation-reports/processing-metric-engine-v1.0.md', 'configs/preprocessing/motionlab-semG-v0.1.freeze.yaml', 'docs/00-executive/milestones/M3-processing-metrics-ready.md']};{'title': 'Processing & Metric Analytical + Real-Data Validation', 'outputs': ['qa-validation/validation-reports/retrospective-processing-metrics-v1.0.md', 'scripts/validate_metrics_retrospective.py', 'ai-core/metrics/metric_eligibility_metrics.v1.0.json']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",ACCEPTANCE_TEST,Versioned test/evidence artifact produced on planned day,false,
AC-06,PRD-NS-01,PRD-NS-01,AC-06,ACCEPTANCE_CRITERION,"Doctor có thể xem raw vs processed, warning và metric provenance.",VERIFIED_DOCUMENTED,IDENTIFIED,DAY_46;DAY_57;DAY_63;DAY_90,"{'title': 'Metric Registry v0.1: RMS & MAV', 'outputs': ['services/feature-extraction-service/src/metrics/rms.py', 'services/feature-extraction-service/src/metrics/mav.py', 'services/feature-extraction-service/src/registry.py', 'qa-validation/automated-tests/metrics/test_time_domain_metrics.py']};{'title': 'Channel/Window Drill-Down & Raw-vs-Processed Viewer', 'outputs': ['apps/web-portal/src/components/charts/RawProcessedSignalViewer.tsx', 'apps/web-portal/src/components/clinical/QCWindowTimeline.tsx', 'apps/web-portal/src/tests/unit/raw-processed-viewer.test.tsx']};{'title': 'Doctor Usability Walkthrough & GATE D', 'outputs': ['clinical/usability/doctor-walkthrough-v0.1.md', 'clinical/usability/doctor-feedback-round1.csv', 'docs/00-executive/gates/GATE-D-offline-copilot-readiness.md']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",ACCEPTANCE_TEST,Versioned test/evidence artifact produced on planned day,false,
AC-07,PRD-NS-01,PRD-NS-01,AC-07,ACCEPTANCE_CRITERION,Doctor override được với reason; audit log đầy đủ.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_62;DAY_85;DAY_90,"{'title': 'Workflow RBAC, Audit & Failure-State Test Pack', 'outputs': ['qa-validation/scenario-tests/doctor-workflow-safety.v1.0.yaml', 'qa-validation/automated-tests/security/test_review_rbac.py', 'qa-validation/validation-reports/workflow-safety-v0.1.md']};{'title': 'Workflow Safety, RBAC, Audit & Fail-Closed Validation', 'outputs': ['qa-validation/validation-reports/workflow-safety-validation-v1.0.md', 'qa-validation/scenario-tests/pilot-safety-matrix.v1.0.yaml', 'scripts/run_safety_validation.py']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",ACCEPTANCE_TEST,Versioned test/evidence artifact produced on planned day,false,
AC-08,PRD-NS-01,PRD-NS-01,AC-08,ACCEPTANCE_CRITERION,Không có final clinical conclusion nếu chưa clinician approve.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_61;DAY_90,"{'title': 'Draft Technical Analysis & Finalization Safety Gate', 'outputs': ['services/report-generation-service/src/draft_analysis.py', 'clinical/reporting/draft-analysis-language-policy.v1.0.md', 'qa-validation/automated-tests/reporting/test_finalization_gate.py']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",ACCEPTANCE_TEST,Versioned test/evidence artifact produced on planned day,true,
AC-09,PRD-NS-01,PRD-NS-01,AC-09,ACCEPTANCE_CRITERION,Raw data bất biến và checksum xác minh được.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_11;DAY_90,"{'title': 'Immutable Raw, Source Hashing & SourceRecord Ledger', 'outputs': ['packages/common-schemas/json/source-record.schema.json', 'data-platform/storage/raw-immutability-policy.md', 'services/signal-ingestion-service/src/provenance/source_ledger.py']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",ACCEPTANCE_TEST,Versioned test/evidence artifact produced on planned day,true,
AC-10,PRD-NS-01,PRD-NS-01,AC-10,ACCEPTANCE_CRITERION,Pilot cho thấy giảm manual processing time so với baseline đo thực tế; target chính thức được chốt trước pilot.,VERIFIED_DOCUMENTED,IDENTIFIED,DAY_02;DAY_03;DAY_08;DAY_81;DAY_86;DAY_87;DAY_90,"{'title': 'Real MotionLab Workflow Mapping & Time-Motion Study Design', 'outputs': ['clinical/workflows/motionlab-current-state.v0.1.md', 'clinical/studies/time-motion-study-protocol.v0.1.md', 'clinical/studies/time-motion-observation-form.v0.1.yaml']};{'title': 'Workflow Observation & Baseline Capture — Round 1', 'outputs': ['clinical/studies/time-motion-baseline-round1.csv', 'clinical/workflows/current-workflow-evidence-log.md', 'docs/02-clinical/discovery/open-questions-burndown.md']};{'title': 'Requirements v0.2 Freeze, Success Definition & GATE A', 'outputs': ['docs/01-product/PRD-motionlab-rebaseline-delta.v0.2.md', 'docs/03-architecture/SRS-traceability-baseline.v0.2.md', 'docs/00-executive/gates/GATE-A-requirements-readiness.md']};{'title': 'Locked Retrospective Cohort & Evidence-Tier Freeze', 'outputs': ['clinical/validation/retrospective-cohort-protocol.v1.0.md', 'data-platform/catalog/retrospective-cohort-manifest.v1.0.yaml', 'security-compliance/privacy/retrospective-access-approval.md']};{'title': 'Paired Time-Motion Study: Manual vs Offline Copilot', 'outputs': ['clinical/studies/time-motion-paired-results.csv', 'clinical/studies/time-motion-analysis-v1.0.md', 'scripts/analyze_time_motion.py']};{'title': 'KPI Analysis & Retrospective Clinical Validation — M8', 'outputs': ['qa-validation/validation-reports/M8-retrospective-validation-summary.md', 'docs/00-executive/milestones/M8-retrospective-clinical-validation.md', 'ai-core/metrics/pilot_kpi_snapshot.v0.1.json']};{'title': 'Final Readiness Review — GATE FINAL / M9', 'outputs': ['docs/00-executive/gates/FINAL-readiness-decision.md', 'docs/00-executive/milestones/M9-controlled-pilot-readiness.md', 'docs/00-executive/rebaseline/day90-evidence-index.md']}",ACCEPTANCE_TEST,Versioned test/evidence artifact produced on planned day,false,
TBD-01,PRD-NS-01,PRD-NS-01,TBD-01,TBD,Volume ca sEMG/tháng.,UNKNOWN,BLOCKED,DAY_03,"{'title': 'Workflow Observation & Baseline Capture — Round 1', 'outputs': ['clinical/studies/time-motion-baseline-round1.csv', 'clinical/workflows/current-workflow-evidence-log.md', 'docs/02-clinical/discovery/open-questions-burndown.md']}",DISCOVERY_EVIDENCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-001
TBD-02,PRD-NS-01,PRD-NS-01,TBD-02,TBD,Tỷ lệ đo lại và nguyên nhân.,UNKNOWN,BLOCKED,DAY_03,"{'title': 'Workflow Observation & Baseline Capture — Round 1', 'outputs': ['clinical/studies/time-motion-baseline-round1.csv', 'clinical/workflows/current-workflow-evidence-log.md', 'docs/02-clinical/discovery/open-questions-burndown.md']}",DISCOVERY_EVIDENCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-003
TBD-03,PRD-NS-01,PRD-NS-01,TBD-03,TBD,Filter/normalize/window protocol hiện tại.,UNKNOWN,BLOCKED,DAY_04,"{'title': 'Clinical Data-Quality Taxonomy: Artifact vs Physiological Variation', 'outputs': ['clinical/quality/qc-taxonomy.v0.1.yaml', 'clinical/quality/artifact-vs-physiology-guidance.v0.1.md', 'packages/common-schemas/json/quality-reason-codes.schema.json']}",DISCOVERY_EVIDENCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-004
TBD-04,PRD-NS-01,PRD-NS-01,TBD-04,TBD,Output sEMG cuối dùng cho quyết định nào.,UNKNOWN,BLOCKED,DAY_03,"{'title': 'Workflow Observation & Baseline Capture — Round 1', 'outputs': ['clinical/studies/time-motion-baseline-round1.csv', 'clinical/workflows/current-workflow-evidence-log.md', 'docs/02-clinical/discovery/open-questions-burndown.md']}",DISCOVERY_EVIDENCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-005
TBD-05,PRD-NS-01,PRD-NS-01,TBD-05,TBD,Native identifiers/PHI trong files và quy trình de-identification site.,DISCOVERY_REQUIRED,BLOCKED,DAY_05,"{'title': 'Privacy, PHI & De-identification Gate', 'outputs': ['security-compliance/privacy/motionlab-data-classification.v0.1.md', 'security-compliance/privacy/deidentification-sop.v0.1.md', 'security-compliance/privacy/patient-data-access-matrix.v0.1.yaml']}",DISCOVERY_EVIDENCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-007
TBD-06,PRD-NEED-06,PRD-NEED-06,TBD-06,TBD,Knee/ACL exact angle/DOF/failure mechanism.,DISCOVERY_REQUIRED,BLOCKED,DAY_74,"{'title': 'DR-K02 + DR-K03 — Exact Variable & Failure Semantics', 'outputs': ['clinical/knee-discovery/DR-K02-variable-dictionary.yaml', 'clinical/knee-discovery/DR-K03-failure-semantics.md']}",DISCOVERY_EVIDENCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-009;OQ-010;OQ-011;OQ-012;OQ-013;OQ-014;OQ-015
TBD-07,PRD-NEED-05,PRD-NEED-05,TBD-07,TBD,Meaning chính xác của một số pressure force fields.,DISCOVERY_REQUIRED,BLOCKED,DAY_64,"{'title': 'Pressure Field Semantics Verification: LT/RT Force, COP, Contact', 'outputs': ['clinical/pressure/pressure-field-semantics.v0.1.md', 'data-platform/contracts/noraxon/pressure-field-dictionary.v0.1.yaml', 'clinical/pressure/open-semantics-evidence-log.md']}",DISCOVERY_EVIDENCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-008
TBD-08,PRD-NS-01,PRD-NS-01,TBD-08,TBD,MFCV hardware/geometry eligibility.,NOT_VERIFIED,BLOCKED,DAY_49,"{'title': 'MFCV Site Eligibility Audit — Optional Capability Only', 'outputs': ['clinical/protocols/mfcv-site-eligibility-checklist.v1.0.md', 'services/feature-extraction-service/src/eligibility/mfcv.py', 'docs/06-ai-signal-processing/mfcv-site-decision.md']}",DISCOVERY_EVIDENCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,OQ-016
PRD-NS-01,PRD-NS-01,PRD-NS-01,,BUSINESS_NEED,"Giảm thời gian bác sĩ phải trực tiếp xử lý dữ liệu, đồng thời tăng tính nhất quán và độ tin cậy của dữ liệu đủ điều kiện cho diễn giải lâm sàng.",VERIFIED_DOCUMENTED,FROZEN,DAY_01,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,
PRD-NEED-01,PRD-NS-01,PRD-NEED-01,,PRODUCT_NEED,Xử lý data/noise mất nhiều thời gian và khó khăn; đây là vấn đề bác sĩ ưu tiên nhất.,VERIFIED_DOCUMENTED,FROZEN,DAY_01;DAY_02,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']};{'title': 'Real MotionLab Workflow Mapping & Time-Motion Study Design', 'outputs': ['clinical/workflows/motionlab-current-state.v0.1.md', 'clinical/studies/time-motion-study-protocol.v0.1.md', 'clinical/studies/time-motion-observation-form.v0.1.yaml']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,false,
PRD-NEED-02,PRD-NS-01,PRD-NEED-02,,PRODUCT_NEED,sEMG ít được sử dụng; có trường hợp phải đo đi đo lại.,VERIFIED_DOCUMENTED,FROZEN,DAY_01;DAY_02,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']};{'title': 'Real MotionLab Workflow Mapping & Time-Motion Study Design', 'outputs': ['clinical/workflows/motionlab-current-state.v0.1.md', 'clinical/studies/time-motion-study-protocol.v0.1.md', 'clinical/studies/time-motion-observation-form.v0.1.yaml']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,false,
PRD-NEED-03,PRD-NS-01,PRD-NEED-03,,PRODUCT_NEED,"Các ca bệnh lý: stroke, liệt, teo cơ/teo vân cơ, thể trạng béo/gầy làm tín hiệu khó xử lý hơn.",VERIFIED_DOCUMENTED,FROZEN,DAY_01;DAY_02,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']};{'title': 'Real MotionLab Workflow Mapping & Time-Motion Study Design', 'outputs': ['clinical/workflows/motionlab-current-state.v0.1.md', 'clinical/studies/time-motion-study-protocol.v0.1.md', 'clinical/studies/time-motion-observation-form.v0.1.yaml']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,
PRD-NEED-04,PRD-NS-01,PRD-NEED-04,,PRODUCT_NEED,Bác sĩ muốn VSF làm phần data; bác sĩ tập trung thu đo và phê duyệt/kết luận.,VERIFIED_DOCUMENTED,FROZEN,DAY_01;DAY_02,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']};{'title': 'Real MotionLab Workflow Mapping & Time-Motion Study Design', 'outputs': ['clinical/workflows/motionlab-current-state.v0.1.md', 'clinical/studies/time-motion-study-protocol.v0.1.md', 'clinical/studies/time-motion-observation-form.v0.1.yaml']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,
PRD-NEED-05,PRD-NS-01,PRD-NEED-05,,PRODUCT_NEED,Plantar pressure thường nhận sai trái/phải ở gait bất thường; bác sĩ phải handle lại.,VERIFIED_DOCUMENTED,FROZEN,DAY_01;DAY_64,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']};{'title': 'Pressure Field Semantics Verification: LT/RT Force, COP, Contact', 'outputs': ['clinical/pressure/pressure-field-semantics.v0.1.md', 'data-platform/contracts/noraxon/pressure-field-dictionary.v0.1.yaml', 'clinical/pressure/open-semantics-evidence-log.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,false,
PRD-NEED-06,PRD-NS-01,PRD-NEED-06,,PRODUCT_NEED,Knee/ACL có một vấn đề kinematics/góc chưa quan sát hoặc biểu diễn được đúng; bác sĩ muốn giải.,DISCOVERY_REQUIRED,FROZEN,DAY_01;DAY_73,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']};{'title': 'DR-K01 — Capture One Real Knee/ACL Failure Case', 'outputs': ['clinical/knee-discovery/DR-K01-failure-case-manifest.yaml', 'clinical/knee-discovery/DR-K01-evidence-notes.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,
JTBD-01,PRD-NS-01,JTBD-01,,JTBD,"Khi Tôi vừa hoàn tất một phép đo sEMG, tôi muốn hệ thống tự kiểm tra chất lượng và chỉ ra đoạn/kênh có vấn đề, để biết có cần xử lý, sửa setup hoặc đo lại ngay hay không.",VERIFIED_DOCUMENTED,FROZEN,DAY_01;DAY_02,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']};{'title': 'Real MotionLab Workflow Mapping & Time-Motion Study Design', 'outputs': ['clinical/workflows/motionlab-current-state.v0.1.md', 'clinical/studies/time-motion-study-protocol.v0.1.md', 'clinical/studies/time-motion-observation-form.v0.1.yaml']}",WORKFLOW_VALIDATION;USER_REVIEW,Versioned test/evidence artifact produced on planned day,false,
JTBD-02,PRD-NS-01,JTBD-02,,JTBD,"Khi Dữ liệu đủ điều kiện, tôi muốn hệ thống tự áp dụng pipeline xử lý đã được duyệt và versioned, để không phải làm thủ công từ đầu cho từng ca.",VERIFIED_DOCUMENTED,FROZEN,DAY_01;DAY_02,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']};{'title': 'Real MotionLab Workflow Mapping & Time-Motion Study Design', 'outputs': ['clinical/workflows/motionlab-current-state.v0.1.md', 'clinical/studies/time-motion-study-protocol.v0.1.md', 'clinical/studies/time-motion-observation-form.v0.1.yaml']}",WORKFLOW_VALIDATION;USER_REVIEW,Versioned test/evidence artifact produced on planned day,false,
JTBD-03,PRD-NS-01,JTBD-03,,JTBD,"Khi Bệnh nhân có thể trạng/bệnh lý phức tạp, tôi muốn hệ thống phân biệt “measurement artifact” và “physiological variation” ở mức bằng chứng/uncertainty, để tránh xóa nhầm tín hiệu có ý nghĩa lâm sàng.",VERIFIED_DOCUMENTED,FROZEN,DAY_01;DAY_02,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']};{'title': 'Real MotionLab Workflow Mapping & Time-Motion Study Design', 'outputs': ['clinical/workflows/motionlab-current-state.v0.1.md', 'clinical/studies/time-motion-study-protocol.v0.1.md', 'clinical/studies/time-motion-observation-form.v0.1.yaml']}",WORKFLOW_VALIDATION;USER_REVIEW,Versioned test/evidence artifact produced on planned day,true,
JTBD-04,PRD-NS-01,JTBD-04,,JTBD,"Khi Hệ thống không chắc chắn, tôi muốn hệ thống abstain và nêu lý do, để bác sĩ chỉ tập trung vào exception thay vì review mọi điểm dữ liệu.",VERIFIED_DOCUMENTED,FROZEN,DAY_01;DAY_02,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']};{'title': 'Real MotionLab Workflow Mapping & Time-Motion Study Design', 'outputs': ['clinical/workflows/motionlab-current-state.v0.1.md', 'clinical/studies/time-motion-study-protocol.v0.1.md', 'clinical/studies/time-motion-observation-form.v0.1.yaml']}",WORKFLOW_VALIDATION;USER_REVIEW,Versioned test/evidence artifact produced on planned day,true,
JTBD-05,PRD-NS-01,JTBD-05,,JTBD,"Khi Tôi cần kết luận, tôi muốn xem metrics, provenance và bản phân tích dự thảo, để đưa ra quyết định chuyên môn nhanh hơn nhưng vẫn kiểm soát được.",VERIFIED_DOCUMENTED,FROZEN,DAY_01;DAY_02,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']};{'title': 'Real MotionLab Workflow Mapping & Time-Motion Study Design', 'outputs': ['clinical/workflows/motionlab-current-state.v0.1.md', 'clinical/studies/time-motion-study-protocol.v0.1.md', 'clinical/studies/time-motion-observation-form.v0.1.yaml']}",WORKFLOW_VALIDATION;USER_REVIEW,Versioned test/evidence artifact produced on planned day,false,
PRD-PP-01,PRD-NS-01,PRD-PP-01,,PRODUCT_PRINCIPLE,Quality before intelligence: Không chạy phân tích cao hơn nếu dữ liệu không supportable.,VERIFIED_DOCUMENTED,FROZEN,DAY_01,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,
PRD-PP-02,PRD-NS-01,PRD-PP-02,,PRODUCT_PRINCIPLE,Preserve physiology: Không coi mọi khác biệt so với người khỏe là noise.,VERIFIED_DOCUMENTED,FROZEN,DAY_01,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,
PRD-PP-03,PRD-NS-01,PRD-PP-03,,PRODUCT_PRINCIPLE,Human final authority: Bác sĩ phê duyệt và kết luận cuối.,VERIFIED_DOCUMENTED,FROZEN,DAY_01,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,
PRD-PP-04,PRD-NS-01,PRD-PP-04,,PRODUCT_PRINCIPLE,"Abstain over hallucinate: Không đủ bằng chứng phải trả “không đủ điều kiện”, không ép ra kết quả.",VERIFIED_DOCUMENTED,FROZEN,DAY_01,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,
PRD-PP-05,PRD-NS-01,PRD-PP-05,,PRODUCT_PRINCIPLE,"Traceable by design: Mọi metric/output phải truy vết được về file, channel, window, config và version.",VERIFIED_DOCUMENTED,FROZEN,DAY_01,"{'title': 'Requirements Re-baseline & Decision Ledger', 'outputs': ['docs/00-executive/rebaseline/requirements-inventory.v1.0.md', 'docs/00-executive/rebaseline/decision-ledger.v1.0.md', 'docs/00-executive/rebaseline/source-of-truth-hierarchy.md']}",TRACEABILITY_REVIEW;SOURCE_REVIEW,Versioned test/evidence artifact produced on planned day,true,
